"fecha","coca_cost.Food","coca_cost.quantity","coca_cost.Demo_Group","coca_cost.Sex","coca_cost.cost_day","coca_cost.Cost_1000kcal","scenario"
2015-03-01,Azúcar sulfitada,456.2234,9 a 13 años,1, 923.7339,510.0101,"hat"
2015-03-01,Azúcar sulfitada,532.2268,14 a 18 años,1,1077.6209,510.0101,"hat"
2015-03-01,Azúcar sulfitada,511.7957,19 a 30 años,1,1036.2532,510.0101,"hat"
2015-03-01,Azúcar sulfitada,482.7422,31 a 50 años,1, 977.4274,510.0101,"hat"
2015-03-01,Azúcar sulfitada,438.5859,51 a 70 años,1, 888.0225,510.0101,"hat"
2015-03-01,Azúcar sulfitada,412.3622,>70 años,1, 834.9262,510.0101,"hat"
2015-03-01,Azúcar sulfitada,634.8608,gestantes < 18 años,1,1285.4280,510.0101,"hat"
2015-03-01,Azúcar sulfitada,631.4431,gestantes 19 a 30 años,1,1278.5080,510.0101,"hat"
2015-03-01,Azúcar sulfitada,602.3895,gestantes 31 a 50 años,1,1219.6822,510.0101,"hat"
2015-03-01,Azúcar sulfitada,642.4174,lactantes < 18 años,1,1300.7283,510.0101,"hat"
2015-03-01,Azúcar sulfitada,638.9997,lactantes 19 a 30 años,1,1293.8083,510.0101,"hat"
2015-03-01,Azúcar sulfitada,609.9462,lactantes 31 a 50 años,1,1234.9825,510.0101,"hat"
2015-03-01,Azúcar sulfitada,279.7516,1 a 3 años,0, 566.4242,510.0101,"hat"
2015-03-01,Azúcar sulfitada,361.8144,4 a 8 años,0, 732.5800,510.0101,"hat"
2015-03-01,Azúcar sulfitada,505.4427,9 a 13 años,0,1023.3900,510.0101,"hat"
2015-03-01,Azúcar sulfitada,691.8723,14 a 18 años,0,1400.8615,510.0101,"hat"
2015-03-01,Azúcar sulfitada,710.2093,19 a 30 años,0,1437.9892,510.0101,"hat"
2015-03-01,Azúcar sulfitada,672.7691,31 a 50 años,0,1362.1826,510.0101,"hat"
2015-03-01,Azúcar sulfitada,546.8919,51 a 70 años,0,1107.3140,510.0101,"hat"
2015-03-01,Azúcar sulfitada,510.2502,>70 años,0,1033.1240,510.0101,"hat"
2015-04-01,Azúcar sulfitada,256.7016,1 a 3 años,1, 532.6456,522.6599,"hat"
2015-04-01,Azúcar sulfitada,331.6302,4 a 8 años,1, 688.1194,522.6599,"hat"
2015-04-01,Azúcar sulfitada,456.2234,9 a 13 años,1, 946.6454,522.6599,"hat"
2015-04-01,Azúcar sulfitada,532.2268,14 a 18 años,1,1104.3494,522.6599,"hat"
2015-04-01,Azúcar sulfitada,511.7957,19 a 30 años,1,1061.9556,522.6599,"hat"
2015-04-01,Azúcar sulfitada,482.7422,31 a 50 años,1,1001.6707,522.6599,"hat"
2015-04-01,Azúcar sulfitada,438.5859,51 a 70 años,1, 910.0483,522.6599,"hat"
2015-04-01,Azúcar sulfitada,412.3622,>70 años,1, 855.6351,522.6599,"hat"
2015-04-01,Azúcar sulfitada,634.8608,gestantes < 18 años,1,1317.3107,522.6599,"hat"
2015-04-01,Azúcar sulfitada,631.4431,gestantes 19 a 30 años,1,1310.2191,522.6599,"hat"
2015-04-01,Azúcar sulfitada,602.3895,gestantes 31 a 50 años,1,1249.9342,522.6599,"hat"
2015-04-01,Azúcar sulfitada,642.4174,lactantes < 18 años,1,1332.9905,522.6599,"hat"
2015-04-01,Azúcar sulfitada,638.9997,lactantes 19 a 30 años,1,1325.8989,522.6599,"hat"
2015-04-01,Azúcar sulfitada,609.9462,lactantes 31 a 50 años,1,1265.6140,522.6599,"hat"
2015-04-01,Azúcar sulfitada,279.7516,1 a 3 años,0, 580.4734,522.6599,"hat"
2015-04-01,Azúcar sulfitada,361.8144,4 a 8 años,0, 750.7503,522.6599,"hat"
2015-04-01,Azúcar sulfitada,505.4427,9 a 13 años,0,1048.7733,522.6599,"hat"
2015-04-01,Azúcar sulfitada,691.8723,14 a 18 años,0,1435.6074,522.6599,"hat"
2015-04-01,Azúcar sulfitada,710.2093,19 a 30 años,0,1473.6559,522.6599,"hat"
2015-04-01,Azúcar sulfitada,672.7691,31 a 50 años,0,1395.9690,522.6599,"hat"
2015-04-01,Azúcar sulfitada,546.8919,51 a 70 años,0,1134.7789,522.6599,"hat"
2015-04-01,Azúcar sulfitada,510.2502,>70 años,0,1058.7487,522.6599,"hat"
2015-05-01,Azúcar sulfitada,256.7016,1 a 3 años,1, 554.3421,543.9496,"hat"
2015-05-01,Azúcar sulfitada,331.6302,4 a 8 años,1, 716.1488,543.9496,"hat"
2015-05-01,Azúcar sulfitada,456.2234,9 a 13 años,1, 985.2054,543.9496,"hat"
2015-05-01,Azúcar sulfitada,532.2268,14 a 18 años,1,1149.3332,543.9496,"hat"
2015-05-01,Azúcar sulfitada,511.7957,19 a 30 años,1,1105.2126,543.9496,"hat"
2015-05-01,Azúcar sulfitada,482.7422,31 a 50 años,1,1042.4721,543.9496,"hat"
2015-05-01,Azúcar sulfitada,438.5859,51 a 70 años,1, 947.1176,543.9496,"hat"
2015-05-01,Azúcar sulfitada,412.3622,>70 años,1, 890.4879,543.9496,"hat"
2015-05-01,Azúcar sulfitada,634.8608,gestantes < 18 años,1,1370.9691,543.9496,"hat"
2015-05-01,Azúcar sulfitada,631.4431,gestantes 19 a 30 años,1,1363.5886,543.9496,"hat"
2015-05-01,Azúcar sulfitada,602.3895,gestantes 31 a 50 años,1,1300.8481,543.9496,"hat"
2015-05-01,Azúcar sulfitada,642.4174,lactantes < 18 años,1,1387.2876,543.9496,"hat"
2015-05-01,Azúcar sulfitada,638.9997,lactantes 19 a 30 años,1,1379.9071,543.9496,"hat"
2015-05-01,Azúcar sulfitada,609.9462,lactantes 31 a 50 años,1,1317.1666,543.9496,"hat"
2015-05-01,Azúcar sulfitada,279.7516,1 a 3 años,0, 604.1180,543.9496,"hat"
2015-05-01,Azúcar sulfitada,361.8144,4 a 8 años,0, 781.3309,543.9496,"hat"
2015-05-01,Azúcar sulfitada,505.4427,9 a 13 años,0,1091.4934,543.9496,"hat"
2015-05-01,Azúcar sulfitada,691.8723,14 a 18 años,0,1494.0844,543.9496,"hat"
2015-05-01,Azúcar sulfitada,710.2093,19 a 30 años,0,1533.6828,543.9496,"hat"
2015-05-01,Azúcar sulfitada,672.7691,31 a 50 años,0,1452.8315,543.9496,"hat"
2015-05-01,Azúcar sulfitada,546.8919,51 a 70 años,0,1181.0022,543.9496,"hat"
2015-05-01,Azúcar sulfitada,510.2502,>70 años,0,1101.8751,543.9496,"hat"
2015-06-01,Azúcar sulfitada,256.7016,1 a 3 años,1, 565.6985,555.0932,"hat"
2015-06-01,Azúcar sulfitada,331.6302,4 a 8 años,1, 730.8201,555.0932,"hat"
2015-06-01,Azúcar sulfitada,456.2234,9 a 13 años,1,1005.3887,555.0932,"hat"
2015-06-01,Azúcar sulfitada,532.2268,14 a 18 años,1,1172.8789,555.0932,"hat"
2015-06-01,Azúcar sulfitada,511.7957,19 a 30 años,1,1127.8544,555.0932,"hat"
2015-06-01,Azúcar sulfitada,482.7422,31 a 50 años,1,1063.8286,555.0932,"hat"
2015-06-01,Azúcar sulfitada,438.5859,51 a 70 años,1, 966.5206,555.0932,"hat"
2015-06-01,Azúcar sulfitada,412.3622,>70 años,1, 908.7308,555.0932,"hat"
2015-06-01,Azúcar sulfitada,634.8608,gestantes < 18 años,1,1399.0554,555.0932,"hat"
2015-06-01,Azúcar sulfitada,631.4431,gestantes 19 a 30 años,1,1391.5237,555.0932,"hat"
2015-06-01,Azúcar sulfitada,602.3895,gestantes 31 a 50 años,1,1327.4978,555.0932,"hat"
2015-06-01,Azúcar sulfitada,642.4174,lactantes < 18 años,1,1415.7082,555.0932,"hat"
2015-06-01,Azúcar sulfitada,638.9997,lactantes 19 a 30 años,1,1408.1765,555.0932,"hat"
2015-06-01,Azúcar sulfitada,609.9462,lactantes 31 a 50 años,1,1344.1506,555.0932,"hat"
2015-06-01,Azúcar sulfitada,279.7516,1 a 3 años,0, 616.4942,555.0932,"hat"
2015-06-01,Azúcar sulfitada,361.8144,4 a 8 años,0, 797.3376,555.0932,"hat"
2015-06-01,Azúcar sulfitada,505.4427,9 a 13 años,0,1113.8541,555.0932,"hat"
2015-06-01,Azúcar sulfitada,691.8723,14 a 18 años,0,1524.6928,555.0932,"hat"
2015-06-01,Azúcar sulfitada,710.2093,19 a 30 años,0,1565.1025,555.0932,"hat"
2015-06-01,Azúcar sulfitada,672.7691,31 a 50 años,0,1482.5948,555.0932,"hat"
2015-06-01,Azúcar sulfitada,546.8919,51 a 70 años,0,1205.1967,555.0932,"hat"
2015-06-01,Azúcar sulfitada,510.2502,>70 años,0,1124.4485,555.0932,"hat"
2015-07-01,Azúcar sulfitada,256.7016,1 a 3 años,1, 570.0522,559.3652,"hat"
2015-07-01,Azúcar sulfitada,331.6302,4 a 8 años,1, 736.4445,559.3652,"hat"
2015-07-01,Azúcar sulfitada,456.2234,9 a 13 años,1,1013.1263,559.3652,"hat"
2015-07-01,Azúcar sulfitada,532.2268,14 a 18 años,1,1181.9055,559.3652,"hat"
2015-07-01,Azúcar sulfitada,511.7957,19 a 30 años,1,1136.5345,559.3652,"hat"
2015-07-01,Azúcar sulfitada,482.7422,31 a 50 años,1,1072.0159,559.3652,"hat"
2015-07-01,Azúcar sulfitada,438.5859,51 a 70 años,1, 973.9590,559.3652,"hat"
2015-07-01,Azúcar sulfitada,412.3622,>70 años,1, 915.7245,559.3652,"hat"
2015-07-01,Azúcar sulfitada,634.8608,gestantes < 18 años,1,1409.8226,559.3652,"hat"
2015-07-01,Azúcar sulfitada,631.4431,gestantes 19 a 30 años,1,1402.2330,559.3652,"hat"
2015-07-01,Azúcar sulfitada,602.3895,gestantes 31 a 50 años,1,1337.7144,559.3652,"hat"
2015-07-01,Azúcar sulfitada,642.4174,lactantes < 18 años,1,1426.6036,559.3652,"hat"
2015-07-01,Azúcar sulfitada,638.9997,lactantes 19 a 30 años,1,1419.0139,559.3652,"hat"
2015-07-01,Azúcar sulfitada,609.9462,lactantes 31 a 50 años,1,1354.4953,559.3652,"hat"
2015-07-01,Azúcar sulfitada,279.7516,1 a 3 años,0, 621.2388,559.3652,"hat"
2015-07-01,Azúcar sulfitada,361.8144,4 a 8 años,0, 803.4739,559.3652,"hat"
2015-07-01,Azúcar sulfitada,505.4427,9 a 13 años,0,1122.4264,559.3652,"hat"
2015-07-01,Azúcar sulfitada,691.8723,14 a 18 años,0,1536.4270,559.3652,"hat"
2015-07-01,Azúcar sulfitada,710.2093,19 a 30 años,0,1577.1476,559.3652,"hat"
2015-07-01,Azúcar sulfitada,672.7691,31 a 50 años,0,1494.0050,559.3652,"hat"
2015-07-01,Azúcar sulfitada,546.8919,51 a 70 años,0,1214.4720,559.3652,"hat"
2015-07-01,Azúcar sulfitada,510.2502,>70 años,0,1133.1024,559.3652,"hat"
2015-08-01,Azúcar sulfitada,256.7016,1 a 3 años,1, 578.2615,567.4207,"hat"
2015-08-01,Azúcar sulfitada,331.6302,4 a 8 años,1, 747.0501,567.4207,"hat"
2015-08-01,Azúcar sulfitada,456.2234,9 a 13 años,1,1027.7163,567.4207,"hat"
2015-08-01,Azúcar sulfitada,532.2268,14 a 18 años,1,1198.9261,567.4207,"hat"
2015-08-01,Azúcar sulfitada,511.7957,19 a 30 años,1,1152.9017,567.4207,"hat"
2015-08-01,Azúcar sulfitada,482.7422,31 a 50 años,1,1087.4540,567.4207,"hat"
2015-08-01,Azúcar sulfitada,438.5859,51 a 70 años,1, 987.9850,567.4207,"hat"
2015-08-01,Azúcar sulfitada,412.3622,>70 años,1, 928.9118,567.4207,"hat"
2015-08-01,Azúcar sulfitada,634.8608,gestantes < 18 años,1,1430.1255,567.4207,"hat"
2015-08-01,Azúcar sulfitada,631.4431,gestantes 19 a 30 años,1,1422.4265,567.4207,"hat"
2015-08-01,Azúcar sulfitada,602.3895,gestantes 31 a 50 años,1,1356.9788,567.4207,"hat"
2015-08-01,Azúcar sulfitada,642.4174,lactantes < 18 años,1,1447.1481,567.4207,"hat"
2015-08-01,Azúcar sulfitada,638.9997,lactantes 19 a 30 años,1,1439.4491,567.4207,"hat"
2015-08-01,Azúcar sulfitada,609.9462,lactantes 31 a 50 años,1,1374.0014,567.4207,"hat"
2015-08-01,Azúcar sulfitada,279.7516,1 a 3 años,0, 630.1852,567.4207,"hat"
2015-08-01,Azúcar sulfitada,361.8144,4 a 8 años,0, 815.0447,567.4207,"hat"
2015-08-01,Azúcar sulfitada,505.4427,9 a 13 años,0,1138.5905,567.4207,"hat"
2015-08-01,Azúcar sulfitada,691.8723,14 a 18 años,0,1558.5531,567.4207,"hat"
2015-08-01,Azúcar sulfitada,710.2093,19 a 30 años,0,1599.8601,567.4207,"hat"
2015-08-01,Azúcar sulfitada,672.7691,31 a 50 años,0,1515.5201,567.4207,"hat"
2015-08-01,Azúcar sulfitada,546.8919,51 a 70 años,0,1231.9616,567.4207,"hat"
2015-08-01,Azúcar sulfitada,510.2502,>70 años,0,1149.4202,567.4207,"hat"
2015-09-01,Azúcar sulfitada,256.7016,1 a 3 años,1, 584.7253,573.7632,"hat"
2015-09-01,Azúcar sulfitada,331.6302,4 a 8 años,1, 755.4005,573.7632,"hat"
2015-09-01,Azúcar sulfitada,456.2234,9 a 13 años,1,1039.2040,573.7632,"hat"
2015-09-01,Azúcar sulfitada,532.2268,14 a 18 años,1,1212.3275,573.7632,"hat"
2015-09-01,Azúcar sulfitada,511.7957,19 a 30 años,1,1165.7887,573.7632,"hat"
2015-09-01,Azúcar sulfitada,482.7422,31 a 50 años,1,1099.6094,573.7632,"hat"
2015-09-01,Azúcar sulfitada,438.5859,51 a 70 años,1, 999.0286,573.7632,"hat"
2015-09-01,Azúcar sulfitada,412.3622,>70 años,1, 939.2951,573.7632,"hat"
2015-09-01,Azúcar sulfitada,634.8608,gestantes < 18 años,1,1446.1113,573.7632,"hat"
2015-09-01,Azúcar sulfitada,631.4431,gestantes 19 a 30 años,1,1438.3262,573.7632,"hat"
2015-09-01,Azúcar sulfitada,602.3895,gestantes 31 a 50 años,1,1372.1470,573.7632,"hat"
2015-09-01,Azúcar sulfitada,642.4174,lactantes < 18 años,1,1463.3241,573.7632,"hat"
2015-09-01,Azúcar sulfitada,638.9997,lactantes 19 a 30 años,1,1455.5391,573.7632,"hat"
2015-09-01,Azúcar sulfitada,609.9462,lactantes 31 a 50 años,1,1389.3599,573.7632,"hat"
2015-09-01,Azúcar sulfitada,279.7516,1 a 3 años,0, 637.2294,573.7632,"hat"
2015-09-01,Azúcar sulfitada,361.8144,4 a 8 años,0, 824.1552,573.7632,"hat"
2015-09-01,Azúcar sulfitada,505.4427,9 a 13 años,0,1151.3176,573.7632,"hat"
2015-09-01,Azúcar sulfitada,691.8723,14 a 18 años,0,1575.9744,573.7632,"hat"
2015-09-01,Azúcar sulfitada,710.2093,19 a 30 años,0,1617.7432,573.7632,"hat"
2015-09-01,Azúcar sulfitada,672.7691,31 a 50 años,0,1532.4604,573.7632,"hat"
2015-09-01,Azúcar sulfitada,546.8919,51 a 70 años,0,1245.7323,573.7632,"hat"
2015-09-01,Azúcar sulfitada,510.2502,>70 años,0,1162.2683,573.7632,"hat"
2015-10-01,Azúcar sulfitada,256.7016,1 a 3 años,1, 604.3270,592.9975,"hat"
2015-10-01,Azúcar sulfitada,331.6302,4 a 8 años,1, 780.7238,592.9975,"hat"
2015-10-01,Azúcar sulfitada,456.2234,9 a 13 años,1,1074.0412,592.9975,"hat"
2015-10-01,Azúcar sulfitada,532.2268,14 a 18 años,1,1252.9684,592.9975,"hat"
2015-10-01,Azúcar sulfitada,511.7957,19 a 30 años,1,1204.8694,592.9975,"hat"
2015-10-01,Azúcar sulfitada,482.7422,31 a 50 años,1,1136.4716,592.9975,"hat"
2015-10-01,Azúcar sulfitada,438.5859,51 a 70 años,1,1032.5190,592.9975,"hat"
2015-10-01,Azúcar sulfitada,412.3622,>70 años,1, 970.7831,592.9975,"hat"
2015-10-01,Azúcar sulfitada,634.8608,gestantes < 18 años,1,1494.5892,592.9975,"hat"
2015-10-01,Azúcar sulfitada,631.4431,gestantes 19 a 30 años,1,1486.5432,592.9975,"hat"
2015-10-01,Azúcar sulfitada,602.3895,gestantes 31 a 50 años,1,1418.1454,592.9975,"hat"
2015-10-01,Azúcar sulfitada,642.4174,lactantes < 18 años,1,1512.3791,592.9975,"hat"
2015-10-01,Azúcar sulfitada,638.9997,lactantes 19 a 30 años,1,1504.3332,592.9975,"hat"
2015-10-01,Azúcar sulfitada,609.9462,lactantes 31 a 50 años,1,1435.9353,592.9975,"hat"
2015-10-01,Azúcar sulfitada,279.7516,1 a 3 años,0, 658.5912,592.9975,"hat"
2015-10-01,Azúcar sulfitada,361.8144,4 a 8 años,0, 851.7834,592.9975,"hat"
2015-10-01,Azúcar sulfitada,505.4427,9 a 13 años,0,1189.9132,592.9975,"hat"
2015-10-01,Azúcar sulfitada,691.8723,14 a 18 años,0,1628.8058,592.9975,"hat"
2015-10-01,Azúcar sulfitada,710.2093,19 a 30 años,0,1671.9748,592.9975,"hat"
2015-10-01,Azúcar sulfitada,672.7691,31 a 50 años,0,1583.8331,592.9975,"hat"
2015-10-01,Azúcar sulfitada,546.8919,51 a 70 años,0,1287.4930,592.9975,"hat"
2015-10-01,Azúcar sulfitada,510.2502,>70 años,0,1201.2310,592.9975,"hat"
2015-11-01,Azúcar sulfitada,256.7016,1 a 3 años,1, 627.3942,615.6322,"hat"
2015-11-01,Azúcar sulfitada,331.6302,4 a 8 años,1, 810.5241,615.6322,"hat"
2015-11-01,Azúcar sulfitada,456.2234,9 a 13 años,1,1115.0375,615.6322,"hat"
2015-11-01,Azúcar sulfitada,532.2268,14 a 18 años,1,1300.7943,615.6322,"hat"
2015-11-01,Azúcar sulfitada,511.7957,19 a 30 años,1,1250.8594,615.6322,"hat"
2015-11-01,Azúcar sulfitada,482.7422,31 a 50 años,1,1179.8508,615.6322,"hat"
2015-11-01,Azúcar sulfitada,438.5859,51 a 70 años,1,1071.9304,615.6322,"hat"
2015-11-01,Azúcar sulfitada,412.3622,>70 años,1,1007.8380,615.6322,"hat"
2015-11-01,Azúcar sulfitada,634.8608,gestantes < 18 años,1,1551.6378,615.6322,"hat"
2015-11-01,Azúcar sulfitada,631.4431,gestantes 19 a 30 años,1,1543.2847,615.6322,"hat"
2015-11-01,Azúcar sulfitada,602.3895,gestantes 31 a 50 años,1,1472.2761,615.6322,"hat"
2015-11-01,Azúcar sulfitada,642.4174,lactantes < 18 años,1,1570.1068,615.6322,"hat"
2015-11-01,Azúcar sulfitada,638.9997,lactantes 19 a 30 años,1,1561.7537,615.6322,"hat"
2015-11-01,Azúcar sulfitada,609.9462,lactantes 31 a 50 años,1,1490.7451,615.6322,"hat"
2015-11-01,Azúcar sulfitada,279.7516,1 a 3 años,0, 683.7297,615.6322,"hat"
2015-11-01,Azúcar sulfitada,361.8144,4 a 8 años,0, 884.2960,615.6322,"hat"
2015-11-01,Azúcar sulfitada,505.4427,9 a 13 años,0,1235.3322,615.6322,"hat"
2015-11-01,Azúcar sulfitada,691.8723,14 a 18 años,0,1690.9774,615.6322,"hat"
2015-11-01,Azúcar sulfitada,710.2093,19 a 30 años,0,1735.7942,615.6322,"hat"
2015-11-01,Azúcar sulfitada,672.7691,31 a 50 años,0,1644.2881,615.6322,"hat"
2015-11-01,Azúcar sulfitada,546.8919,51 a 70 años,0,1336.6367,615.6322,"hat"
2015-11-01,Azúcar sulfitada,510.2502,>70 años,0,1247.0821,615.6322,"hat"
2015-12-01,Azúcar sulfitada,256.7016,1 a 3 años,1, 632.3280,620.4736,"hat"
2015-12-01,Azúcar sulfitada,331.6302,4 a 8 años,1, 816.8980,620.4736,"hat"
2015-12-01,Azúcar sulfitada,456.2234,9 a 13 años,1,1123.8061,620.4736,"hat"
2015-12-01,Azúcar sulfitada,532.2268,14 a 18 años,1,1311.0237,620.4736,"hat"
2015-12-01,Azúcar sulfitada,511.7957,19 a 30 años,1,1260.6961,620.4736,"hat"
2015-12-01,Azúcar sulfitada,482.7422,31 a 50 años,1,1189.1291,620.4736,"hat"
2015-12-01,Azúcar sulfitada,438.5859,51 a 70 años,1,1080.3600,620.4736,"hat"
2015-12-01,Azúcar sulfitada,412.3622,>70 años,1,1015.7636,620.4736,"hat"
2015-12-01,Azúcar sulfitada,634.8608,gestantes < 18 años,1,1563.8398,620.4736,"hat"
2015-12-01,Azúcar sulfitada,631.4431,gestantes 19 a 30 años,1,1555.4210,620.4736,"hat"
2015-12-01,Azúcar sulfitada,602.3895,gestantes 31 a 50 años,1,1483.8541,620.4736,"hat"
2015-12-01,Azúcar sulfitada,642.4174,lactantes < 18 años,1,1582.4540,620.4736,"hat"
2015-12-01,Azúcar sulfitada,638.9997,lactantes 19 a 30 años,1,1574.0352,620.4736,"hat"
2015-12-01,Azúcar sulfitada,609.9462,lactantes 31 a 50 años,1,1502.4683,620.4736,"hat"
2015-12-01,Azúcar sulfitada,279.7516,1 a 3 años,0, 689.1065,620.4736,"hat"
2015-12-01,Azúcar sulfitada,361.8144,4 a 8 años,0, 891.2501,620.4736,"hat"
2015-12-01,Azúcar sulfitada,505.4427,9 a 13 años,0,1245.0468,620.4736,"hat"
2015-12-01,Azúcar sulfitada,691.8723,14 a 18 años,0,1704.2752,620.4736,"hat"
2015-12-01,Azúcar sulfitada,710.2093,19 a 30 años,0,1749.4444,620.4736,"hat"
2015-12-01,Azúcar sulfitada,672.7691,31 a 50 años,0,1657.2187,620.4736,"hat"
2015-12-01,Azúcar sulfitada,546.8919,51 a 70 años,0,1347.1480,620.4736,"hat"
2015-12-01,Azúcar sulfitada,510.2502,>70 años,0,1256.8891,620.4736,"hat"
2016-01-01,Azúcar sulfitada,256.7016,1 a 3 años,1, 669.7602,657.2040,"hat"
2016-01-01,Azúcar sulfitada,331.6302,4 a 8 años,1, 865.2563,657.2040,"hat"
2016-01-01,Azúcar sulfitada,456.2234,9 a 13 años,1,1190.3326,657.2040,"hat"
2016-01-01,Azúcar sulfitada,532.2268,14 a 18 años,1,1388.6330,657.2040,"hat"
2016-01-01,Azúcar sulfitada,511.7957,19 a 30 años,1,1335.3262,657.2040,"hat"
2016-01-01,Azúcar sulfitada,482.7422,31 a 50 años,1,1259.5226,657.2040,"hat"
2016-01-01,Azúcar sulfitada,438.5859,51 a 70 años,1,1144.3146,657.2040,"hat"
2016-01-01,Azúcar sulfitada,412.3622,>70 años,1,1075.8942,657.2040,"hat"
2016-01-01,Azúcar sulfitada,634.8608,gestantes < 18 años,1,1656.4152,657.2040,"hat"
2016-01-01,Azúcar sulfitada,631.4431,gestantes 19 a 30 años,1,1647.4981,657.2040,"hat"
2016-01-01,Azúcar sulfitada,602.3895,gestantes 31 a 50 años,1,1571.6945,657.2040,"hat"
2016-01-01,Azúcar sulfitada,642.4174,lactantes < 18 años,1,1676.1314,657.2040,"hat"
2016-01-01,Azúcar sulfitada,638.9997,lactantes 19 a 30 años,1,1667.2142,657.2040,"hat"
2016-01-01,Azúcar sulfitada,609.9462,lactantes 31 a 50 años,1,1591.4106,657.2040,"hat"
2016-01-01,Azúcar sulfitada,279.7516,1 a 3 años,0, 729.8999,657.2040,"hat"
2016-01-01,Azúcar sulfitada,361.8144,4 a 8 años,0, 944.0099,657.2040,"hat"
2016-01-01,Azúcar sulfitada,505.4427,9 a 13 años,0,1318.7505,657.2040,"hat"
2016-01-01,Azúcar sulfitada,691.8723,14 a 18 años,0,1805.1640,657.2040,"hat"
2016-01-01,Azúcar sulfitada,710.2093,19 a 30 años,0,1853.0072,657.2040,"hat"
2016-01-01,Azúcar sulfitada,672.7691,31 a 50 años,0,1755.3219,657.2040,"hat"
2016-01-01,Azúcar sulfitada,546.8919,51 a 70 años,0,1426.8958,657.2040,"hat"
2016-01-01,Azúcar sulfitada,510.2502,>70 años,0,1331.2938,657.2040,"hat"
2016-02-01,Arveja verde seca importada,272.4881,1 a 3 años,1, 713.5591,700.1818,"hat"
2016-02-01,Arveja verde seca importada,352.0246,4 a 8 años,1, 921.8397,700.1818,"hat"
2016-02-01,Arveja verde seca importada,484.2800,9 a 13 años,1,1268.1743,700.1818,"hat"
2016-02-01,Arveja verde seca importada,564.9573,14 a 18 años,1,1479.4425,700.1818,"hat"
2016-02-01,Arveja verde seca importada,543.2698,19 a 30 años,1,1422.6497,700.1818,"hat"
2016-02-01,Arveja verde seca importada,512.4295,31 a 50 años,1,1341.8889,700.1818,"hat"
2016-02-01,Arveja verde seca importada,465.5578,51 a 70 años,1,1219.1469,700.1818,"hat"
2016-02-01,Arveja verde seca importada,437.7214,>70 años,1,1146.2522,700.1818,"hat"
2016-02-01,Arveja verde seca importada,673.9030,gestantes < 18 años,1,1764.7363,700.1818,"hat"
2016-02-01,Arveja verde seca importada,670.2751,gestantes 19 a 30 años,1,1755.2360,700.1818,"hat"
2016-02-01,Arveja verde seca importada,639.4349,gestantes 31 a 50 años,1,1674.4753,700.1818,"hat"
2016-02-01,Arveja verde seca importada,681.9244,lactantes < 18 años,1,1785.7418,700.1818,"hat"
2016-02-01,Arveja verde seca importada,678.2965,lactantes 19 a 30 años,1,1776.2415,700.1818,"hat"
2016-02-01,Arveja verde seca importada,647.4563,lactantes 31 a 50 años,1,1695.4808,700.1818,"hat"
2016-02-01,Arveja verde seca importada,296.9556,1 a 3 años,0, 777.6316,700.1818,"hat"
2016-02-01,Arveja verde seca importada,384.0650,4 a 8 años,0,1005.7433,700.1818,"hat"
2016-02-01,Arveja verde seca importada,536.5261,9 a 13 años,0,1404.9900,700.1818,"hat"
2016-02-01,Arveja verde seca importada,734.4206,14 a 18 años,0,1923.2126,700.1818,"hat"
2016-02-01,Arveja verde seca importada,753.8853,19 a 30 años,0,1974.1844,700.1818,"hat"
2016-02-01,Arveja verde seca importada,714.1426,31 a 50 años,0,1870.1110,700.1818,"hat"
2016-02-01,Arveja verde seca importada,580.5243,51 a 70 años,0,1520.2075,700.1818,"hat"
2016-02-01,Arveja verde seca importada,541.6292,>70 años,0,1418.3536,700.1818,"hat"
2016-03-01,Arveja verde seca importada,272.4881,1 a 3 años,1, 723.5431,709.9786,"hat"
2016-03-01,Arveja verde seca importada,352.0246,4 a 8 años,1, 934.7379,709.9786,"hat"
2016-03-01,Arveja verde seca importada,484.2800,9 a 13 años,1,1285.9183,709.9786,"hat"
2016-03-01,Arveja verde seca importada,564.9573,14 a 18 años,1,1500.1425,709.9786,"hat"
2016-03-01,Arveja verde seca importada,543.2698,19 a 30 años,1,1442.5551,709.9786,"hat"
2016-03-01,Arveja verde seca importada,512.4295,31 a 50 años,1,1360.6644,709.9786,"hat"
2016-03-01,Arveja verde seca importada,465.5578,51 a 70 años,1,1236.2049,709.9786,"hat"
2016-03-01,Arveja verde seca importada,437.7214,>70 años,1,1162.2903,709.9786,"hat"
2016-03-01,Arveja verde seca importada,673.9030,gestantes < 18 años,1,1789.4281,709.9786,"hat"
2016-03-01,Arveja verde seca importada,670.2751,gestantes 19 a 30 años,1,1779.7949,709.9786,"hat"
2016-03-01,Arveja verde seca importada,639.4349,gestantes 31 a 50 años,1,1697.9042,709.9786,"hat"
2016-03-01,Arveja verde seca importada,681.9244,lactantes < 18 años,1,1810.7275,709.9786,"hat"
2016-03-01,Arveja verde seca importada,678.2965,lactantes 19 a 30 años,1,1801.0943,709.9786,"hat"
2016-03-01,Arveja verde seca importada,647.4563,lactantes 31 a 50 años,1,1719.2036,709.9786,"hat"
2016-03-01,Arveja verde seca importada,296.9556,1 a 3 años,0, 788.5121,709.9786,"hat"
2016-03-01,Arveja verde seca importada,384.0650,4 a 8 años,0,1019.8154,709.9786,"hat"
2016-03-01,Arveja verde seca importada,536.5261,9 a 13 años,0,1424.6484,709.9786,"hat"
